========================================
FPGA-FRIENDLY NETWORK (256-128-64)
Enhanced with lagged features & time index
========================================

Input features: 21 (lag=20 + time index)
Samples after lagging: 116381
Data split: Train=81466, Val=17457, Test=17458

Training Configuration:
  Optimizer: SGDM (momentum 0.9)
  Max epochs: 800
  L2 regularization: 0.0001

=== Starting Training ===
Training on single CPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |     RMSE     |     RMSE     |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|     521 |       41100 |       00:10:17 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     521 |       41130 |       00:10:17 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     522 |       41160 |       00:10:18 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     522 |       41190 |       00:10:18 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     522 |       41220 |       00:10:19 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     523 |       41250 |       00:10:19 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     523 |       41280 |       00:10:20 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     523 |       41310 |       00:10:20 |         0.05 |         0.06 |       0.0013 |       0.0016 |          0.0025 |
|     524 |       41340 |       00:10:21 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     524 |       41370 |       00:10:21 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     525 |       41400 |       00:10:22 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     525 |       41430 |       00:10:22 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     525 |       41460 |       00:10:22 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     526 |       41490 |       00:10:23 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     526 |       41520 |       00:10:23 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     526 |       41550 |       00:10:24 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     527 |       41580 |       00:10:24 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     527 |       41610 |       00:10:25 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     528 |       41640 |       00:10:25 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     528 |       41670 |       00:10:26 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     528 |       41700 |       00:10:26 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     529 |       41730 |       00:10:27 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     529 |       41760 |       00:10:27 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     529 |       41790 |       00:10:28 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     530 |       41820 |       00:10:28 |         0.05 |         0.06 |       0.0013 |       0.0016 |          0.0025 |
|     530 |       41850 |       00:10:29 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     531 |       41880 |       00:10:29 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     531 |       41910 |       00:10:29 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     531 |       41940 |       00:10:30 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     532 |       41970 |       00:10:31 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     532 |       42000 |       00:10:31 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     533 |       42030 |       00:10:31 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     533 |       42060 |       00:10:32 |         0.05 |         0.06 |       0.0013 |       0.0016 |          0.0025 |
|     533 |       42090 |       00:10:32 |         0.05 |         0.06 |       0.0013 |       0.0016 |          0.0025 |
|     534 |       42120 |       00:10:33 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     534 |       42150 |       00:10:33 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     534 |       42180 |       00:10:34 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     535 |       42210 |       00:10:34 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     535 |       42240 |       00:10:35 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     536 |       42270 |       00:10:35 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     536 |       42300 |       00:10:35 |         0.05 |         0.06 |       0.0013 |       0.0016 |          0.0025 |
|     536 |       42330 |       00:10:36 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     537 |       42360 |       00:10:36 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     537 |       42390 |       00:10:37 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     537 |       42420 |       00:10:37 |         0.05 |         0.06 |       0.0013 |       0.0016 |          0.0025 |
|     538 |       42450 |       00:10:38 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     538 |       42480 |       00:10:38 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     539 |       42510 |       00:10:39 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     539 |       42540 |       00:10:39 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     539 |       42570 |       00:10:40 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     540 |       42600 |       00:10:40 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     540 |       42630 |       00:10:41 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     540 |       42660 |       00:10:41 |         0.07 |         0.06 |       0.0022 |       0.0016 |          0.0025 |
|     541 |       42690 |       00:10:41 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     541 |       42720 |       00:10:42 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     542 |       42750 |       00:10:42 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     542 |       42780 |       00:10:43 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     542 |       42810 |       00:10:43 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     543 |       42840 |       00:10:44 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     543 |       42870 |       00:10:44 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     544 |       42900 |       00:10:45 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     544 |       42930 |       00:10:45 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     544 |       42960 |       00:10:45 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     545 |       42990 |       00:10:46 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     545 |       43020 |       00:10:46 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     545 |       43050 |       00:10:47 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     546 |       43080 |       00:10:47 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     546 |       43110 |       00:10:48 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     547 |       43140 |       00:10:48 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     547 |       43170 |       00:10:49 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     547 |       43200 |       00:10:49 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     548 |       43230 |       00:10:50 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     548 |       43260 |       00:10:50 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     548 |       43290 |       00:10:50 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     549 |       43320 |       00:10:51 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     549 |       43350 |       00:10:51 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     550 |       43380 |       00:10:52 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     550 |       43410 |       00:10:52 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     550 |       43440 |       00:10:53 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     551 |       43470 |       00:10:53 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     551 |       43500 |       00:10:54 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     552 |       43530 |       00:10:54 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     552 |       43560 |       00:10:55 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     552 |       43590 |       00:10:55 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     553 |       43620 |       00:10:55 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     553 |       43650 |       00:10:56 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     553 |       43680 |       00:10:56 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     554 |       43710 |       00:10:57 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     554 |       43740 |       00:10:57 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     555 |       43770 |       00:10:58 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     555 |       43800 |       00:10:58 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     555 |       43830 |       00:10:59 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     556 |       43860 |       00:10:59 |         0.05 |         0.06 |       0.0013 |       0.0016 |          0.0025 |
|     556 |       43890 |       00:11:00 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     556 |       43920 |       00:11:00 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     557 |       43950 |       00:11:01 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     557 |       43980 |       00:11:01 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     558 |       44010 |       00:11:01 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     558 |       44040 |       00:11:02 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     558 |       44070 |       00:11:02 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     559 |       44100 |       00:11:03 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     559 |       44130 |       00:11:03 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     559 |       44160 |       00:11:04 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     560 |       44190 |       00:11:04 |         0.05 |         0.06 |       0.0013 |       0.0016 |          0.0025 |
|     560 |       44220 |       00:11:05 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     561 |       44250 |       00:11:05 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     561 |       44280 |       00:11:06 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     561 |       44310 |       00:11:06 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     562 |       44340 |       00:11:07 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
